Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
SRR29492863_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 3.148291318550913e-05)	(4, 7.72762414553406e-05)	(5, 0.00019891476967208042)	(6, 0.00038065704124297405)	(7, 0.00046079536571517907)	(8, 0.0005452268147126809)	(9, 0.0006053305580668347)	(10, 0.0009370459797214262)	(15, 0.001629383861500941)	(20, 0.0023217217432804555)	(25, 0.0032933989275059417)	(30, 0.004425925177279211)	(35, 0.005468582020322936)	(40, 0.006727898547743301)	(45, 0.008624600963019383)	(50, 0.010436585720996278)	(55, 0.0127462867156059)	(60, 0.015213116067841388)	(65, 0.01759122084655407)	(70, 0.020199723308124345)	(75, 0.02453663770357907)	(80, 0.027933071619692128)	(85, 0.0308689963783917)	(90, 0.03635446468851414)	(95, 0.05607049596678839)	(100, 0.15781668859141512)	(105, 0.6441318175264662)	(110, 2.5156836782918517)	(115, 4.698109558391323)	(120, 6.919970076922058)	(125, 8.93133097235335)	(130, 10.993171856994593)	(135, 12.797845423904905)	(140, 13.875173826823227)
SRR29492863_2 - nextera_transposase_sequence	(1, 0.00011448332067457866)	(2, 0.00012593165274203653)	(3, 0.00013881102631792662)	(4, 0.00019032852062148703)	(5, 0.00020750101872267382)	(6, 0.000214656226264835)	(7, 0.00023182872436602179)	(8, 0.00024757018095877635)	(9, 0.00036920870917551616)	(10, 0.0007693279149331687)	(15, 0.001564128368716431)	(20, 0.00612228178137478)	(25, 0.03182321485621431)	(30, 0.14607413438982358)	(35, 0.7675170750083984)	(40, 2.7378159516050387)	(45, 4.902623993485899)	(50, 7.100740098892123)	(55, 9.133843094169329)	(60, 11.070219418016887)	(65, 12.827575883659188)	(70, 14.499516629954488)	(75, 16.026516626734644)	(80, 17.474131313084335)	(85, 18.795657218334362)	(90, 20.03934906214906)	(95, 21.188501152167298)	(100, 22.255323706955615)	(105, 23.237963813968896)	(110, 24.15431950935311)	(115, 25.016690022456615)	(120, 25.830201630170933)	(125, 26.60113660471807)	(130, 27.355535894635278)	(135, 28.103650050247445)	(140, 28.585001182398045)
SRR29492863_2 - polya	(1, 0.0001588456074359779)	(2, 0.0002876393431948789)	(3, 0.00042358828649594104)	(4, 0.000632520346727047)	(5, 0.0011648677878638377)	(6, 0.002269631832373522)	(7, 0.0027332892811055653)	(8, 0.0035632933559962606)	(9, 0.004078468299031864)	(10, 0.017309591877694607)	(15, 0.07815346990000956)	(20, 0.14334571064984666)	(25, 0.20122790516631026)	(30, 0.26294901163329415)	(35, 0.3570417080625236)	(40, 0.4418022966069648)	(45, 0.5046098497871505)	(50, 0.5613231695995266)	(55, 0.6202646210405318)	(60, 0.6614024850751314)	(65, 0.7040151804883215)	(70, 0.7445563002139048)	(75, 0.7801039436999649)	(80, 0.818392890299578)	(85, 0.8527118415464979)	(90, 0.8821157376285568)	(95, 0.912578890635157)	(100, 0.94947114072254)	(105, 0.9825339237333583)	(110, 1.0210778819297741)	(115, 1.0623408189922106)	(120, 1.100521292645484)	(125, 1.15192258637856)	(130, 1.20042258655744)	(135, 1.2370875872532838)	(140, 1.260894966204166)
SRR29492863_2 - polyg	(1, 0.03059996057480644)	(2, 0.03137129194785142)	(3, 0.03243741787163343)	(4, 0.03346347463317934)	(5, 0.03509199986977522)	(6, 0.03622967786897885)	(7, 0.03682499113648666)	(8, 0.03755339126427867)	(9, 0.038122945784634696)	(10, 0.04124347489792202)	(15, 0.045908670215411104)	(20, 0.05066201768981961)	(25, 0.05601554397286459)	(30, 0.06160147139687897)	(35, 0.06714475378394207)	(40, 0.07332055651773221)	(45, 0.0802110213808334)	(50, 0.08737052204751987)	(55, 0.09501171128594463)	(60, 0.10284179800348245)	(65, 0.1109809896868416)	(70, 0.12004348935144124)	(75, 0.13137819672312961)	(80, 0.14231421593056875)	(85, 0.15304273411928518)	(90, 0.16454430093085673)	(95, 0.18010744975166063)	(100, 0.21196901652030092)	(105, 0.3161096277968365)	(110, 0.7589686054536277)	(115, 2.228348002105062)	(120, 4.030306310857275)	(125, 6.031430393962149)	(130, 8.024016024802812)	(135, 9.982990783734925)	(140, 11.097636742276936)
SRR29492864_1 - nextera_transposase_sequence	(1, 0.03356537839144348)	(2, 0.033983184933176605)	(3, 0.03402696420634226)	(4, 0.03765207836912462)	(5, 0.03789857471151386)	(6, 0.038240243386871924)	(7, 0.03834778812312669)	(8, 0.03842868460615019)	(9, 0.03883031185127861)	(10, 0.039773088981667745)	(15, 0.0409541776338108)	(20, 0.04469521169814918)	(25, 0.0804514571945349)	(30, 0.417126820931057)	(35, 1.6557045111485966)	(40, 4.313836935131861)	(45, 7.030610363107861)	(50, 9.451702006327)	(55, 11.68082629533138)	(60, 13.617483911331249)	(65, 15.391531792322587)	(70, 16.93146601282259)	(75, 18.356887359537176)	(80, 19.615293824639437)	(85, 20.7930474478906)	(90, 21.84800154232476)	(95, 22.85010644026133)	(100, 23.75954812861547)	(105, 24.628464676212825)	(110, 25.42234069443425)	(115, 26.18958387734235)	(120, 26.90992270835943)	(125, 27.610167995061467)	(130, 28.29182878996002)	(135, 28.9758039856517)	(140, 29.427678415694345)
SRR29492864_1 - polya	(1, 0.00020176534589389866)	(2, 0.00033595833537993506)	(3, 0.0004415996249753254)	(4, 0.0005824546777691791)	(5, 0.000879392356631898)	(6, 0.0014485229077854424)	(7, 0.0017150054400981386)	(8, 0.002094743048643731)	(9, 0.0023869221108580086)	(10, 0.010280896096623825)	(15, 0.047348425996653946)	(20, 0.08782027024697878)	(25, 0.1252058660837907)	(30, 0.1651569273281101)	(35, 0.22982881171641467)	(40, 0.28967450709987036)	(45, 0.3333254879606856)	(50, 0.3730437576785633)	(55, 0.4151053605787993)	(60, 0.4444416611824402)	(65, 0.4777160025796651)	(70, 0.5087197224569199)	(75, 0.5356272251231966)	(80, 0.5624690588797248)	(85, 0.5885544629338169)	(90, 0.6109188191134939)	(95, 0.6339819305618282)	(100, 0.6595119088807141)	(105, 0.6849834513871571)	(110, 0.7135987263962263)	(115, 0.7445790338795708)	(120, 0.7724352143608807)	(125, 0.8099768928237616)	(130, 0.8443948249739398)	(135, 0.8714962888548069)	(140, 0.8886821280529845)
SRR29492864_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 1.1420679956258415e-05)	(4, 3.902065651721625e-05)	(5, 0.00014275849945323018)	(6, 0.00026172391566425536)	(7, 0.0003235859320939884)	(8, 0.00039211001183153893)	(9, 0.00043588928499719616)	(10, 0.000710556637945211)	(15, 0.0012675051304787464)	(20, 0.001972541773111766)	(25, 0.002833280352481775)	(30, 0.0037950919494646714)	(35, 0.004756903546447568)	(40, 0.005866232259532135)	(45, 0.00753955221778993)	(50, 0.009455180935786341)	(55, 0.011877126465176874)	(60, 0.014193811394303896)	(65, 0.020513254303433554)	(70, 0.04526833948728741)	(75, 0.06615942795260718)	(80, 0.0721398670117019)	(85, 0.07956635449792487)	(90, 0.0894406743881059)	(95, 0.11439428905853273)	(100, 0.3395383378568902)	(105, 1.2676082972876848)	(110, 3.69602973290275)	(115, 6.465199908105402)	(120, 8.926824686557298)	(125, 11.20975979331158)	(130, 13.212829234291089)	(135, 15.079082355598612)	(140, 16.06148372544065)
SRR29492864_2 - nextera_transposase_sequence	(1, 0.03288775138070548)	(2, 0.03331888204905424)	(3, 0.033353144088923016)	(4, 0.03698492031501319)	(5, 0.037229513210743054)	(6, 0.03756737499278237)	(7, 0.037668257665729316)	(8, 0.037744395532104374)	(9, 0.038140312437254666)	(10, 0.039247737703679855)	(15, 0.04115327815438157)	(20, 0.04490611358800809)	(25, 0.08036446968220141)	(30, 0.41270092675867504)	(35, 1.6340480467815415)	(40, 4.2528885730986286)	(45, 6.9278444200361236)	(50, 9.310689348149749)	(55, 11.503317331596579)	(60, 13.406277089317513)	(65, 15.148565391763157)	(70, 16.660858140565022)	(75, 18.059330299131496)	(80, 19.290020867771247)	(85, 20.438450372477387)	(90, 21.46548280786515)	(95, 22.44020167664528)	(100, 23.321776715561487)	(105, 24.16174069740173)	(110, 24.929487722640562)	(115, 25.67057678707017)	(120, 26.366576435998468)	(125, 27.042026284447466)	(130, 27.697032925430108)	(135, 28.353262530891392)	(140, 28.786123622598186)
SRR29492864_2 - polya	(1, 0.0002312687691142329)	(2, 0.0003997237984690445)	(3, 0.0005329650646253928)	(4, 0.0007528131537833672)	(5, 0.0011515852289227236)	(6, 0.0018311156863200992)	(7, 0.002186108488293798)	(8, 0.002642935686544135)	(9, 0.00301601123178191)	(10, 0.011491868861319093)	(15, 0.049226937504792526)	(20, 0.09035033154662188)	(25, 0.12910393449752763)	(30, 0.17057032962737662)	(35, 0.2354194248996691)	(40, 0.29548611044027834)	(45, 0.3401489635452182)	(50, 0.3812805424076828)	(55, 0.42389604828579736)	(60, 0.45435195621448354)	(65, 0.4882064681534863)	(70, 0.5198767750508546)	(75, 0.5477759734266664)	(80, 0.5756070284120726)	(85, 0.6026793695590512)	(90, 0.6258020588878239)	(95, 0.6498325019284532)	(100, 0.6767523769980158)	(105, 0.7038896256760793)	(110, 0.7345709016892357)	(115, 0.7669530976372108)	(120, 0.7962408603510377)	(125, 0.8331936124175072)	(130, 0.8668429328066294)	(135, 0.8937582396042096)	(140, 0.9103671441199301)
SRR29492864_2 - polyg	(1, 0.033313171709076106)	(2, 0.033543488754860656)	(3, 0.033998412506451615)	(4, 0.03447141900130665)	(5, 0.03529180451149788)	(6, 0.03592279707908116)	(7, 0.03622163820460325)	(8, 0.03656711377328007)	(9, 0.03688879625871468)	(10, 0.03851472039515401)	(15, 0.041007474140273344)	(20, 0.04364469948683934)	(25, 0.04671819480773441)	(30, 0.04978959633730419)	(35, 0.05268036077889913)	(40, 0.055794970547636734)	(45, 0.05959653421574328)	(50, 0.06352144122737743)	(55, 0.06786091892142374)	(60, 0.07262753004583414)	(65, 0.07753118932971963)	(70, 0.08290899717645578)	(75, 0.11377091027758694)	(80, 0.13120305547348793)	(85, 0.14016924096248046)	(90, 0.14941713655706074)	(95, 0.15981909186122087)	(100, 0.19479720836325354)	(105, 0.46023189328996317)	(110, 1.4081007434929274)	(115, 3.559438590970565)	(120, 5.981892721308485)	(125, 8.3299711961886)	(130, 10.547829174760796)	(135, 12.555105232857528)	(140, 13.73417470878432)
SRR29492865_1 - nextera_transposase_sequence	(1, 0.01038167382345415)	(2, 0.010425791633027285)	(3, 0.010430095809571006)	(4, 0.010619479577494713)	(5, 0.010638848371941456)	(6, 0.010649608813300758)	(7, 0.010677585960834941)	(8, 0.010687270358058313)	(9, 0.010792722683379469)	(10, 0.011119840100702235)	(15, 0.01183756153936765)	(20, 0.014121572822293)	(25, 0.03469209336004261)	(30, 0.20853304936672057)	(35, 0.9515632613180394)	(40, 2.844818585468749)	(45, 5.023750284761631)	(50, 7.125356376402434)	(55, 9.167206293833804)	(60, 11.019969431522977)	(65, 12.765739348688347)	(70, 14.358407554105302)	(75, 15.865916120142952)	(80, 17.263486763274408)	(85, 18.599293549047616)	(90, 19.821597477692286)	(95, 21.00397392783796)	(100, 22.06951350570434)	(105, 23.07031869877082)	(110, 23.966207006078175)	(115, 24.839060221358853)	(120, 25.638248961555536)	(125, 26.40946593443872)	(130, 27.148656390495383)	(135, 27.883036068429128)	(140, 28.339887392626803)
SRR29492865_1 - polya	(1, 0.00019799212101114877)	(2, 0.0003626268738084627)	(3, 0.0004433301840032244)	(4, 0.000543402288644729)	(5, 0.000784436175093084)	(6, 0.001218081961872937)	(7, 0.0014085417739325746)	(8, 0.0017388873236631327)	(9, 0.0020046702252378814)	(10, 0.008439629366927404)	(15, 0.03877826336182379)	(20, 0.07180743811419994)	(25, 0.10183143680375036)	(30, 0.1337684267581574)	(35, 0.18462679200758753)	(40, 0.2318474824510921)	(45, 0.26687788408747115)	(50, 0.29860827356777964)	(55, 0.3317818534431976)	(60, 0.3548909773064336)	(65, 0.3801590761239999)	(70, 0.4030850572753007)	(75, 0.4229038533796895)	(80, 0.44289223403990086)	(85, 0.46240973778622924)	(90, 0.47889322748688895)	(95, 0.4953472335782241)	(100, 0.513452967418212)	(105, 0.5312931335654526)	(110, 0.55104091075687)	(115, 0.5724819510005871)	(120, 0.5910508142366794)	(125, 0.6160262290492727)	(130, 0.6390675621319452)	(135, 0.6567949588537401)	(140, 0.6675207515918647)
SRR29492865_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 2.7977147534184065e-05)	(4, 0.00010760441359301564)	(5, 0.00023027344508905347)	(6, 0.0003475622559054405)	(7, 0.0004142769923331102)	(8, 0.0004971323907997323)	(9, 0.0005552387741399607)	(10, 0.000846631526149847)	(15, 0.001361411040778834)	(20, 0.001859189058060124)	(25, 0.0024736102596762434)	(30, 0.0032270563636545395)	(35, 0.003943271340529651)	(40, 0.004831222961499217)	(45, 0.006031873008370084)	(50, 0.007521118092497421)	(55, 0.009324137646661991)	(60, 0.0112405722527536)	(65, 0.01360916060476306)	(70, 0.020484006589220827)	(75, 0.02971323714309378)	(80, 0.03545543907007147)	(85, 0.044507122341515944)	(90, 0.06110036854404051)	(95, 0.0939210059428734)	(100, 0.24340850064752573)	(105, 0.8538913807261407)	(110, 2.7009420153064907)	(115, 5.204461567367395)	(120, 7.736220176105168)	(125, 10.232783102827284)	(130, 12.543111197185079)	(135, 14.757063398508285)	(140, 15.983300268469783)
SRR29492865_2 - nextera_transposase_sequence	(1, 0.0123852680045561)	(2, 0.012437994167216677)	(3, 0.012444450432032258)	(4, 0.012676875965393172)	(5, 0.012700548936383636)	(6, 0.012716689598422589)	(7, 0.012745742790092702)	(8, 0.012759731363859795)	(9, 0.012894236880851064)	(10, 0.013283980066884967)	(15, 0.014157082278778696)	(20, 0.017007738403684865)	(25, 0.04326579782630692)	(30, 0.2633441551450765)	(35, 1.1784893483090413)	(40, 3.489973974904133)	(45, 6.164918763886552)	(50, 8.754909007501976)	(55, 11.27728752429802)	(60, 13.585174074511386)	(65, 15.7878323317927)	(70, 17.812724654477115)	(75, 19.72832833928696)	(80, 21.480314563425598)	(85, 23.144636332645312)	(90, 24.66643089104923)	(95, 26.140754471143623)	(100, 27.479431497045006)	(105, 28.770289982380962)	(110, 29.950236294450054)	(115, 31.098081197020765)	(120, 32.158704544438905)	(125, 33.18554806871545)	(130, 34.15999577588114)	(135, 35.124887565493296)	(140, 35.72990564782317)
SRR29492865_2 - polya	(1, 9.576792809778392e-05)	(2, 0.00019584003273928846)	(3, 0.0002916079608370724)	(4, 0.0004390260074595038)	(5, 0.0008091851902194776)	(6, 0.0013622718760875779)	(7, 0.0016355870866138376)	(8, 0.0020617005644421797)	(9, 0.002352232481143322)	(10, 0.00959745285718825)	(15, 0.04274951184988763)	(20, 0.07901671861610479)	(25, 0.11259682796607717)	(30, 0.14866302968770262)	(35, 0.20494982239407317)	(40, 0.2564759806342615)	(45, 0.2944403242116677)	(50, 0.3295593918848474)	(55, 0.36706340378090274)	(60, 0.39353903932780987)	(65, 0.4224659034163659)	(70, 0.4500091899549429)	(75, 0.47415153139749905)	(80, 0.49810341302799566)	(85, 0.521362322234953)	(90, 0.5411955373307634)	(95, 0.5615353540057695)	(100, 0.5841131272746833)	(105, 0.6068878166204723)	(110, 0.631883461062821)	(115, 0.6586733014974199)	(120, 0.6821497868286625)	(125, 0.7130309622768948)	(130, 0.740953877186628)	(135, 0.7629891090022056)	(140, 0.7767198625943289)
SRR29492865_2 - polyg	(1, 0.01995416245668882)	(2, 0.02002302928138835)	(3, 0.0202317818437588)	(4, 0.020388884287604603)	(5, 0.020691252689800977)	(6, 0.020996849224405142)	(7, 0.021104453637998156)	(8, 0.02126155608184396)	(9, 0.021388529289883718)	(10, 0.022123037017069642)	(15, 0.023344777529004747)	(20, 0.02480453900380759)	(25, 0.026668677864893)	(30, 0.028437048797880615)	(35, 0.030094587184867426)	(40, 0.03181453613173819)	(45, 0.0340744440260187)	(50, 0.03651017753211021)	(55, 0.03909827888784941)	(60, 0.04203910751134654)	(65, 0.044896004692241094)	(70, 0.04801868477471042)	(75, 0.0619926243415538)	(80, 0.06886036843471444)	(85, 0.07309955191262488)	(90, 0.0779228121475182)	(95, 0.08420798594548624)	(100, 0.10945714638626018)	(105, 0.29914091541506505)	(110, 1.048102497852458)	(115, 3.015651567697848)	(120, 5.446196388965895)	(125, 7.949236670968655)	(130, 10.4320985429168)	(135, 12.75896457480853)	(140, 14.164863153925607)
SRR29492866_1 - nextera_transposase_sequence	(1, 0.008149397539296239)	(2, 0.008180899251700686)	(3, 0.008186626835774223)	(4, 0.00842241238013479)	(5, 0.008441504327046578)	(6, 0.008465369260686311)	(7, 0.008486370402289277)	(8, 0.00849591637574517)	(9, 0.008608558862524714)	(10, 0.008894747146732399)	(15, 0.009539673113412559)	(20, 0.011151606191174728)	(25, 0.02432065841251798)	(30, 0.1282824187702094)	(35, 0.5490127983820721)	(40, 1.6778109860981032)	(45, 2.969583378398283)	(50, 4.3152431726959195)	(55, 5.612303461532257)	(60, 6.869361539521141)	(65, 8.048650862798493)	(70, 9.203333148459649)	(75, 10.293248677095132)	(80, 11.356332765379733)	(85, 12.370362005269186)	(90, 13.346492966860868)	(95, 14.306365990140344)	(100, 15.207220650689825)	(105, 16.07739512531047)	(110, 16.878417422699812)	(115, 17.673284667324257)	(120, 18.42671723232446)	(125, 19.174746012670752)	(130, 19.903803698129206)	(135, 20.638108232437965)	(140, 21.099163476800086)
SRR29492866_1 - polya	(1, 0.00010786950005159599)	(2, 0.00018519188504433293)	(3, 0.00023387634966938952)	(4, 0.0003226539028091986)	(5, 0.000514527969272657)	(6, 0.0009288232172584327)	(7, 0.0011016053368101042)	(8, 0.0013870299431413182)	(9, 0.0016056327352812784)	(10, 0.008334207585402336)	(15, 0.04215081855290488)	(20, 0.07925296266445683)	(25, 0.11244354869272191)	(30, 0.1486285156746316)	(35, 0.21063705912995517)	(40, 0.2677742923307363)	(45, 0.3095066154073348)	(50, 0.3473964932484671)	(55, 0.3874811813065784)	(60, 0.41508546366845456)	(65, 0.4446302515144448)	(70, 0.4716531840928571)	(75, 0.49444725043030857)	(80, 0.5175210137900177)	(85, 0.5403267262150855)	(90, 0.559931482820923)	(95, 0.5796129890533459)	(100, 0.6011935712450842)	(105, 0.6220183032585849)	(110, 0.6454530953343959)	(115, 0.6714110791140687)	(120, 0.6942943048435983)	(125, 0.7255168929841964)	(130, 0.7543776163723374)	(135, 0.7755754050284942)	(140, 0.7885289091692035)
SRR29492866_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 1.718275222060821e-05)	(4, 6.968560622802219e-05)	(5, 0.0001804188983163862)	(6, 0.00030451655324300106)	(7, 0.0003579740045960044)	(8, 0.000406658469221061)	(9, 0.0004562975311917069)	(10, 0.000736185472918503)	(15, 0.00122474839439113)	(20, 0.0017345033769358398)	(25, 0.0024052034719469137)	(30, 0.003212220067908146)	(35, 0.0040457744700767625)	(40, 0.0050362646758602666)	(45, 0.006495653097797258)	(50, 0.00818605407736687)	(55, 0.01034592603149732)	(60, 0.012677816427302974)	(65, 0.015729473221682992)	(70, 0.022627966399318952)	(75, 0.0323192295712111)	(80, 0.03802753077836627)	(85, 0.04494034291618607)	(90, 0.054947577809468295)	(95, 0.0727712466879052)	(100, 0.15707422022999878)	(105, 0.49477391364196927)	(110, 1.6137718231692422)	(115, 3.130699745628445)	(120, 4.770188994046272)	(125, 6.373535659604333)	(130, 7.944145745631691)	(135, 9.436665377642052)	(140, 10.308143068558895)
SRR29492866_2 - nextera_transposase_sequence	(1, 0.009934494575548314)	(2, 0.009977451456099833)	(3, 0.009990815818938084)	(4, 0.010268603646504584)	(5, 0.010287695593416371)	(6, 0.010312515124401693)	(7, 0.010334470863350249)	(8, 0.010344016836806143)	(9, 0.010473842075806294)	(10, 0.0107976414954302)	(15, 0.011545473055964891)	(20, 0.013575901610033431)	(25, 0.030272191023329308)	(30, 0.16002029855795663)	(35, 0.673781344323167)	(40, 2.0500823769779375)	(45, 3.6360043953480186)	(50, 5.288184060878109)	(55, 6.884179372277787)	(60, 8.447550746633542)	(65, 9.925963339070782)	(70, 11.375132987342706)	(75, 12.737322016518162)	(80, 14.055445877623868)	(85, 15.310781098323432)	(90, 16.51146943937739)	(95, 17.68971672419229)	(100, 18.802373816311224)	(105, 19.899737877114877)	(110, 20.93216946279366)	(115, 21.958625841847468)	(120, 22.931310134263164)	(125, 23.897561586086404)	(130, 24.84002122642658)	(135, 25.79027916340234)	(140, 26.38565007267827)
SRR29492866_2 - polya	(1, 6.873100888243284e-05)	(2, 0.00014032580980163372)	(3, 0.0001976016505369944)	(4, 0.0002997435665150543)	(5, 0.0006395802215448612)	(6, 0.0012018380580969853)	(7, 0.001474852898935538)	(8, 0.001853828045134508)	(9, 0.0021736181559069384)	(10, 0.009694317883398034)	(15, 0.0474066406182507)	(20, 0.0891943303408934)	(25, 0.12788339707975308)	(30, 0.16950746881736176)	(35, 0.23833260099806966)	(40, 0.2999119574868163)	(45, 0.34508293112169675)	(50, 0.3873198543551738)	(55, 0.43277319788487956)	(60, 0.464381825192034)	(65, 0.49903160872276686)	(70, 0.5314356065382663)	(75, 0.5592957209887606)	(80, 0.5873171623906591)	(85, 0.6150638706764975)	(90, 0.6391353791818165)	(95, 0.6638653689361231)	(100, 0.6910242361765474)	(105, 0.7179463632752656)	(110, 0.7481994623516831)	(115, 0.7806219793556869)	(120, 0.8092005237684715)	(125, 0.8481419860455052)	(130, 0.8834970260951593)	(135, 0.9106881587258645)	(140, 0.9276595630941593)
